PLAYER_NAME,PLAYER_ID,ab3c attempt,ab3lc attempt,ab3rc attempt,paint attempt,lc3 attempt,mrc attempt,mrlc attempt,mrl attempt,mrrc attempt,mrr attempt,ra attempt,rc3 attempt,ab3c pct,ab3lc pct,ab3rc pct,paint pct,lc3 pct,mrc pct,mrlc pct,mrl pct,mrrc pct,mrr pct,ra pct,rc3 pct,total_attempts,Salary,Pos,Ht,Wt,Exp,Birth Date
Dejounte Murray,1627749,13,30,26,134,22,54,39,49,20,28,203,19,0.3076923076923077,0.4666666666666667,0.2692307692307692,0.39552238805970147,0.36363636363636365,0.48148148148148145,0.38461538461538464,0.4897959183673469,0.6,0.39285714285714285,0.5517241379310345,0.42105263157894735,637,2321735,PG,6-4,180,2,"September 19, 1996"
Delon Wright,1626153,14,42,42,88,12,2,3,6,2,3,180,14,0.2857142857142857,0.38095238095238093,0.30952380952380953,0.29545454545454547,0.5,0,0.3333333333333333,0.5,0,0.3333333333333333,0.6222222222222222,0.5714285714285714,411,9473684,PG,6-5,185,4,"April 26, 1992"
DeMar DeRozan,201942,2,9,11,333,9,81,46,115,59,69,311,2,0,0.3333333333333333,0.18181818181818182,0.4804804804804805,0.4444444444444444,0.5432098765432098,0.34782608695652173,0.46956521739130436,0.4576271186440678,0.42028985507246375,0.7009646302250804,0,1049,27739975,SF,6-6,220,10,"August 7, 1989"
DeMarre Carroll,201960,6,7,8,14,6,0,0,3,0,0,16,6,0.16666666666666666,0.14285714285714285,0,0.5,0.5,0,0,0.3333333333333333,0,0,0.5625,0.5,66,7339258,SF,6-6,215,10,"July 27, 1986"
Denzel Valentine,1627756,34,41,39,59,8,7,8,3,6,5,12,13,0.38235294117647056,0.36585365853658536,0.23076923076923078,0.5084745762711864,0.5,0.5714285714285714,0.625,0,0.5,0.6,0.5,0.38461538461538464,237,3377568,SF,6-4,220,2,"November 16, 1993"
Deonte Burton,1629126,8,15,13,10,5,0,4,2,1,3,52,9,0.375,0.2,0.15384615384615385,0.1,0.2,0,0.5,0,0,0,0.5769230769230769,0.1111111111111111,125,1416852,SF,6-4,240,1,"January 31, 1994"
Derrick Favors,202324,2,0,0,52,4,12,2,6,3,5,252,1,0,0,0,0.38461538461538464,0.25,0.25,1,0.3333333333333333,0.3333333333333333,0.4,0.7063492063492064,0,339,17650000,C,6-9,265,9,"July 15, 1991"
Derrick Rose,201565,25,65,37,185,8,29,22,34,29,33,274,11,0.28,0.3076923076923077,0.24324324324324326,0.4540540540540541,0.375,0.4482758620689655,0.45454545454545453,0.35294117647058826,0.4482758620689655,0.5454545454545454,0.635036496350365,0.5454545454545454,753,7317074,PG,6-2,200,10,"October 4, 1988"
Derrick White,1628401,47,80,51,107,22,16,9,14,9,16,165,13,0.5319148936170213,0.275,0.37254901960784315,0.514018691588785,0.2727272727272727,0.5625,0.3333333333333333,0.21428571428571427,0.2222222222222222,0.3125,0.5878787878787879,0.5384615384615384,552,1948080,SG,6-4,190,2,"July 2, 1994"
Devin Booker,1626164,91,159,107,222,23,63,40,95,42,92,332,16,0.31868131868131866,0.389937106918239,0.32710280373831774,0.46846846846846846,0.4782608695652174,0.47619047619047616,0.525,0.4,0.3333333333333333,0.5434782608695652,0.6897590361445783,0.25,1283,27285000,SG,6-5,206,4,"October 30, 1996"
Devontae Cacok,1629719,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0.3333333333333333,0,6,79568,C,6-7,240,0,"October 8, 1996"
Dewan Hernandez,1629608,1,0,1,1,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0.2727272727272727,0,14,898310,C,6-10,235,0,"December 9, 1996"
Dewayne Dedmon,203473,41,16,30,37,5,4,1,3,4,7,92,15,0.24390243902439024,0.125,0.23333333333333334,0.2972972972972973,0.2,0.5,0,0.3333333333333333,0.25,0.5714285714285714,0.6630434782608695,0.13333333333333333,255,13333334,C,7-0,245,6,"August 12, 1989"
Dillon Brooks,1628415,73,141,147,236,24,44,33,34,49,50,211,25,0.3150684931506849,0.3546099290780142,0.3877551020408163,0.3940677966101695,0.2916666666666667,0.4318181818181818,0.48484848484848486,0.38235294117647056,0.3877551020408163,0.36,0.5213270142180095,0.4,1068,1618520,SG,6-7,225,2,"January 22, 1996"
Dion Waiters,203079,11,13,14,3,6,4,3,4,2,2,34,3,0.2727272727272727,0.23076923076923078,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.25,0.6666666666666666,0.75,0,0,0.5294117647058824,0.3333333333333333,99,375385,SG,6-3,215,7,"December 10, 1991"
Domantas Sabonis,1627734,27,23,11,156,2,70,22,16,18,13,486,4,0.14814814814814814,0.391304347826087,0.2727272727272727,0.41025641025641024,0.5,0.4857142857142857,0.5454545454545454,0.25,0.4444444444444444,0.3076923076923077,0.6481481481481481,0,848,3529554,PF,6-11,240,3,"May 3, 1996"
Donovan Mitchell,1628378,107,123,172,346,28,48,52,51,42,46,284,38,0.37383177570093457,0.3983739837398374,0.3313953488372093,0.42485549132947975,0.2857142857142857,0.4166666666666667,0.5,0.47058823529411764,0.5238095238095238,0.391304347826087,0.6056338028169014,0.5,1342,3635760,SG,6-1,215,2,"September 7, 1996"
Donta Hall,1629743,0,0,0,3,0,1,0,0,0,0,18,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0.7222222222222222,0,22,101504,C,6-9,232,0,"August 7, 1997"
Donte DiVincenzo,1628978,49,75,78,36,22,12,5,4,11,7,189,19,0.3469387755102041,0.36,0.358974358974359,0.3611111111111111,0.18181818181818182,0.5,0.8,0.75,0.45454545454545453,0.14285714285714285,0.6243386243386243,0.3157894736842105,510,2905800,SG,6-4,203,1,"January 31, 1997"
Dorian Finney-Smith,1627827,29,51,67,26,77,3,1,2,4,3,181,78,0.27586206896551724,0.27450980392156865,0.3880597014925373,0.3076923076923077,0.42857142857142855,0.3333333333333333,0,0.5,0.25,0.3333333333333333,0.6464088397790055,0.4230769230769231,522,4000000,PF,6-7,220,3,"May 4, 1993"
Doug McDermott,203926,119,84,20,37,60,28,7,14,5,7,154,12,0.40336134453781514,0.4642857142857143,0.55,0.4594594594594595,0.43333333333333335,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0.2857142857142857,0.6753246753246753,0.4166666666666667,547,7333333,PF,6-7,225,5,"January 3, 1992"
Dragan Bender,1627733,8,11,11,18,8,0,0,0,0,0,31,5,0.375,0.2727272727272727,0.36363636363636365,0.3888888888888889,0.25,0,0,0,0,0,0.6129032258064516,0.6,92,189700,C,7-0,225,3,"November 17, 1997"
Draymond Green,203110,49,29,38,54,4,12,7,6,7,10,91,9,0.2653061224489796,0.27586206896551724,0.2894736842105263,0.37037037037037035,0.25,0.4166666666666667,0.14285714285714285,0,0.2857142857142857,0.4,0.6043956043956044,0.3333333333333333,316,18539130,PF,6-6,230,7,"March 4, 1990"
Drew Eubanks,1629234,0,0,0,24,0,3,0,2,0,1,36,1,0,0,0,0.5416666666666666,0,0.3333333333333333,0,1,0,1,0.6944444444444444,1,67,79568,C,6-9,245,1,"February 1, 1997"
Duncan Robinson,1629130,115,176,165,12,66,5,2,2,0,6,54,83,0.41739130434782606,0.4659090909090909,0.40606060606060607,0.4166666666666667,0.5454545454545454,0.2,0,0,0,0.5,0.8148148148148148,0.4457831325301205,687,1416852,SG,6-7,215,1,"April 22, 1994"
Dwayne Bacon,1628407,13,24,19,55,9,11,2,5,4,5,95,2,0.15384615384615385,0.375,0.2631578947368421,0.34545454545454546,0.2222222222222222,0.2727272727272727,0.5,0.2,0.25,0.2,0.42105263157894735,0.5,244,1618520,SG,6-6,221,2,"August 30, 1995"
Dwight Howard,2730,1,2,0,33,1,0,0,1,2,0,236,1,1,0.5,0,0.3333333333333333,1,0,0,1,0.5,0,0.788135593220339,0,277,2564753,C,6-10,265,15,"December 8, 1985"
Dwight Powell,203939,10,10,7,21,5,1,0,0,0,3,165,7,0.1,0.3,0.2857142857142857,0.2857142857142857,0.2,0,0,0,0,0,0.7878787878787878,0.42857142857142855,229,10259375,C,6-10,240,5,"July 20, 1991"
Dzanan Musa,1629058,21,13,32,18,3,1,0,0,0,0,75,9,0.19047619047619047,0.3076923076923077,0.25,0.3333333333333333,0,0,0,0,0,0,0.52,0.3333333333333333,172,1911600,SF,6-9,217,1,"May 8, 1999"
E'Twaun Moore,202734,11,62,36,126,33,9,13,20,6,14,82,25,0.2727272727272727,0.4032258064516129,0.3333333333333333,0.40476190476190477,0.3939393939393939,0.3333333333333333,0.38461538461538464,0.35,0.16666666666666666,0.35714285714285715,0.6219512195121951,0.4,437,8664928,SG,6-3,191,8,"February 25, 1989"
Ed Davis,202334,0,0,0,13,0,0,1,0,0,0,32,0,0,0,0,0.15384615384615385,0,0,1,0,0,0,0.59375,0,46,4767000,C,6-9,218,9,"June 5, 1989"
Edmond Sumner,1628410,5,10,21,20,8,2,0,0,0,4,63,8,0,0.2,0.09523809523809523,0.15,0.375,0.5,0,0,0,0.25,0.6666666666666666,0.875,142,2000000,SG,6-4,196,2,"December 31, 1995"
Elfrid Payton,203901,14,25,19,119,3,15,7,8,6,11,205,8,0.21428571428571427,0.16,0.21052631578947367,0.40336134453781514,0,0.4666666666666667,0.5714285714285714,0.25,0.3333333333333333,0.2727272727272727,0.551219512195122,0.375,440,8000000,PG,6-3,195,5,"February 22, 1994"
Elie Okobo,1629059,18,16,21,26,10,4,1,6,2,5,66,5,0.3333333333333333,0.3125,0.38095238095238093,0.23076923076923078,0.5,0,1,0.5,0,0.2,0.5454545454545454,0.2,181,1416852,PG,6-3,190,1,"October 23, 1997"
Emmanuel Mudiay,1626144,11,34,17,89,16,15,10,13,3,12,98,8,0.2727272727272727,0.4411764705882353,0.29411764705882354,0.4606741573033708,0.25,0.6666666666666666,0.4,0.3076923076923077,0.3333333333333333,0.5,0.5612244897959183,0.375,327,1737145,PG,6-3,200,4,"March 5, 1996"
Eric Bledsoe,202339,33,67,84,133,14,17,14,15,16,21,272,17,0.3333333333333333,0.26865671641791045,0.44047619047619047,0.3458646616541353,0.21428571428571427,0.47058823529411764,0.42857142857142855,0.3333333333333333,0.375,0.3333333333333333,0.6691176470588235,0.29411764705882354,703,15625000,PG,6-1,214,9,"December 9, 1989"
Eric Gordon,201569,47,103,126,33,14,0,3,3,1,3,117,11,0.3617021276595745,0.3300970873786408,0.31746031746031744,0.3333333333333333,0.35714285714285715,0,0,0,0,0.3333333333333333,0.5384615384615384,0,463,14057730,SF,6-3,215,11,"December 25, 1988"
Eric Paschall,1629672,14,39,40,136,17,16,35,18,27,32,247,17,0.21428571428571427,0.358974358974359,0.25,0.4264705882352941,0.29411764705882354,0.3125,0.5142857142857142,0.3333333333333333,0.4444444444444444,0.4375,0.680161943319838,0.29411764705882354,640,898310,PF,6-6,255,0,"November 4, 1996"
Ersan Ilyasova,101141,26,44,30,37,13,4,2,5,5,8,115,24,0.2692307692307692,0.4772727272727273,0.36666666666666664,0.4594594594594595,0.46153846153846156,0.5,0.5,0.8,0.6,0.375,0.5739130434782609,0.20833333333333334,313,7000000,PF,6-9,235,11,"May 15, 1987"
Evan Fournier,203095,129,148,91,149,53,49,22,34,20,23,197,14,0.4496124031007752,0.31756756756756754,0.37362637362637363,0.40939597315436244,0.5660377358490566,0.3673469387755102,0.5,0.5294117647058824,0.45,0.4782608695652174,0.6700507614213198,0.35714285714285715,929,17150000,SF,6-7,205,7,"October 29, 1992"
Evan Turner,202323,1,2,1,21,0,3,3,5,3,6,21,1,0,0,0,0.2857142857142857,0,0.3333333333333333,0.6666666666666666,0.2,0,0.6666666666666666,0.5238095238095238,0,67,18606556,SG,6-6,220,9,"October 27, 1988"
Frank Jackson,1628402,17,30,41,52,26,16,7,12,3,8,89,28,0.35294117647058826,0.26666666666666666,0.3170731707317073,0.38461538461538464,0.38461538461538464,0.4375,0.14285714285714285,0.5,0.3333333333333333,0.5,0.5393258426966292,0.35714285714285715,331,1618520,PG,6-3,205,1,"May 4, 1998"
Frank Kaminsky,1626163,38,42,36,57,3,5,3,10,1,3,105,4,0.47368421052631576,0.2857142857142857,0.2222222222222222,0.47368421052631576,0.3333333333333333,0.2,0,0.4,0,0.6666666666666666,0.6,0.5,307,4767000,C,7-0,240,4,"April 4, 1993"
Frank Ntilikina,1628373,34,41,32,40,12,32,14,10,19,12,69,17,0.23529411764705882,0.36585365853658536,0.21875,0.35,0.5833333333333334,0.40625,0.35714285714285715,0.3,0.47368421052631576,0.4166666666666667,0.5507246376811594,0.4117647058823529,333,4855800,PG,6-4,200,2,"July 28, 1998"
Fred VanVleet,1627832,99,104,106,68,33,18,9,10,18,6,270,30,0.42424242424242425,0.4326923076923077,0.3018867924528302,0.22058823529411764,0.42424242424242425,0.4444444444444444,0.1111111111111111,0.4,0.2777777777777778,0.16666666666666666,0.5148148148148148,0.43333333333333335,773,9346153,SG,6-1,197,3,"February 25, 1994"
Furkan Korkmaz,1627788,49,97,122,69,42,14,10,12,9,16,78,44,0.2857142857142857,0.4020618556701031,0.38524590163934425,0.4057971014492754,0.47619047619047616,0.42857142857142855,0.5,0.4166666666666667,0.2222222222222222,0.3125,0.6153846153846154,0.5227272727272727,563,1620564,SG,6-7,202,2,"July 24, 1997"
Gabe Vincent,1629216,8,9,7,3,1,0,0,0,0,2,5,2,0.25,0.3333333333333333,0,0.3333333333333333,1,0,0,0,0,0,0.2,0,37,79568,PG,6-3,200,0,"June 14, 1996"
Garrett Temple,202066,52,124,91,37,67,13,6,15,8,8,114,52,0.25,0.2903225806451613,0.37362637362637363,0.40540540540540543,0.40298507462686567,0.3076923076923077,0.6666666666666666,0.13333333333333333,0.5,0.375,0.5526315789473685,0.3269230769230769,587,4767000,SG,6-5,195,9,"May 8, 1986"
Garrison Mathews,1629726,5,16,14,3,4,1,2,2,0,1,1,7,0.4,0.4375,0.35714285714285715,0.3333333333333333,0.75,1,0.5,0.5,0,0,1,0.2857142857142857,56,79568,SG,6-5,215,0,"October 24, 1996"
Gary Clark,1629109,19,39,21,4,17,0,1,2,0,0,15,15,0.3157894736842105,0.3076923076923077,0.38095238095238093,0.5,0.4117647058823529,0,1,0,0,0,0.8,0.4,133,718765,SF,6-6,225,1,"November 16, 1994"
Gary Harris,203914,29,66,45,79,44,17,11,13,8,8,176,22,0.27586206896551724,0.25757575757575757,0.28888888888888886,0.25316455696202533,0.5,0.47058823529411764,0.45454545454545453,0.38461538461538464,0.5,0.375,0.5852272727272727,0.45454545454545453,519,18189286,SG,6-4,210,5,"September 14, 1994"
George Hill,201588,28,35,68,41,25,12,4,7,5,4,127,19,0.2857142857142857,0.42857142857142855,0.5294117647058824,0.34146341463414637,0.52,0.4166666666666667,0.5,0.2857142857142857,0.6,0,0.6850393700787402,0.47368421052631576,376,10133907,PG,6-4,188,11,"May 4, 1986"
Georges Niang,1627777,29,47,53,43,52,2,1,5,0,5,41,44,0.3793103448275862,0.3191489361702128,0.4528301886792453,0.3953488372093023,0.40384615384615385,0.5,0,0.8,0,0,0.7073170731707317,0.4318181818181818,322,1645357,PF,6-7,230,3,"June 17, 1993"
Giannis Antetokounmpo,203507,155,83,45,178,8,42,9,41,11,13,651,2,0.34838709677419355,0.24096385542168675,0.2222222222222222,0.38202247191011235,0.625,0.42857142857142855,0.3333333333333333,0.4146341463414634,0.36363636363636365,0.23076923076923078,0.7419354838709677,0,1238,25842697,PF,6-11,242,6,"December 6, 1994"
Goga Bitadze,1629048,19,10,7,30,2,11,5,3,6,11,42,3,0.15789473684210525,0.3,0,0.4666666666666667,1,0.45454545454545453,0.6,0.3333333333333333,0.5,0.36363636363636365,0.7619047619047619,0,150,2816760,C,6-11,250,0,"July 20, 1999"
Goran Dragic,201609,79,84,109,125,33,22,17,17,16,28,161,32,0.4177215189873418,0.30952380952380953,0.3486238532110092,0.368,0.5757575757575758,0.4090909090909091,0.5882352941176471,0.29411764705882354,0.375,0.42857142857142855,0.6645962732919255,0.25,724,19217900,PG,6-3,190,11,"May 6, 1986"
Gordon Hayward,202330,49,75,48,143,25,39,28,28,21,30,189,24,0.4489795918367347,0.3333333333333333,0.375,0.43356643356643354,0.44,0.46153846153846156,0.35714285714285715,0.5,0.6190476190476191,0.5666666666666667,0.6931216931216931,0.375,700,32700690,SF,6-7,225,9,"March 23, 1990"
Gorgui Dieng,203476,42,52,17,42,21,5,7,23,10,13,112,20,0.30952380952380953,0.34615384615384615,0.29411764705882354,0.40476190476190477,0.42857142857142855,0.8,0.2857142857142857,0.43478260869565216,0.5,0.07692307692307693,0.6517857142857143,0.45,364,16229213,C,6-10,252,6,"January 18, 1990"
Grant Williams,1629684,15,25,10,30,28,3,0,10,0,4,68,16,0.26666666666666666,0.16,0.3,0.4666666666666667,0.32142857142857145,0.3333333333333333,0,0.1,0,0.5,0.6617647058823529,0.25,211,2379840,PF,6-6,236,0,"November 30, 1998"
Grayson Allen,1628960,20,51,32,51,28,4,0,3,1,8,43,10,0.5,0.3333333333333333,0.3125,0.45098039215686275,0.6071428571428571,0.75,0,0.6666666666666666,0,0.375,0.6744186046511628,0.3,251,2429400,SG,6-4,198,1,"October 8, 1995"
Hamidou Diallo,1628977,4,7,9,54,20,7,3,4,4,8,159,17,0,0.14285714285714285,0.3333333333333333,0.2777777777777778,0.35,0.42857142857142855,0.3333333333333333,0.5,0.25,0.375,0.5723270440251572,0.29411764705882354,296,1416852,SF,6-5,202,1,"July 31, 1998"
Harrison Barnes,203084,48,60,63,172,46,8,3,20,7,24,291,50,0.4166666666666667,0.43333333333333335,0.30158730158730157,0.37209302325581395,0.43478260869565216,0.25,0.3333333333333333,0.3,0.42857142857142855,0.20833333333333334,0.6254295532646048,0.32,793,24147727,PF,6-8,225,7,"May 30, 1992"
Hassan Whiteside,202355,7,0,0,186,0,25,7,19,13,19,426,0,0.5714285714285714,0,0,0.4838709677419355,0,0.32,0.14285714285714285,0.5263157894736842,0.5384615384615384,0.47368421052631576,0.7206572769953051,0,702,27093018,C,7-0,265,7,"June 13, 1989"
Ian Mahinmi,101133,8,10,3,55,3,4,1,0,1,1,122,1,0.125,0.3,0,0.4,0.3333333333333333,0.25,0,0,1,0,0.6147540983606558,0,210,15450051,C,6-11,262,11,"November 5, 1986"
Ignas Brazdeikis,1629649,1,4,3,3,1,1,1,1,1,0,6,0,0,0.25,0,0,0,0,0,0,0,0,0.8333333333333334,0,22,898310,SF,6-6,221,0,"January 8, 1999"
Isaac Bonga,1629067,1,22,19,28,14,1,0,3,0,6,125,13,1,0.2727272727272727,0.3157894736842105,0.5,0.5,0,0,0.3333333333333333,0,0.3333333333333333,0.608,0.38461538461538464,234,1416852,SF,6-8,180,1,"November 8, 1999"
Isaiah Roby,1629676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500000,PF,6-8,230,0,"February 3, 1998"
Ivica Zubac,1627826,1,0,1,68,0,9,2,2,2,12,288,0,0,0,0,0.4411764705882353,0,0.6666666666666666,0.5,0,1,0.5833333333333334,0.6597222222222222,0,385,6481482,C,7-0,240,3,"March 18, 1997"
Ja Morant,1629630,59,34,62,257,10,24,7,14,16,14,426,9,0.3559322033898305,0.3235294117647059,0.3064516129032258,0.43190661478599224,0.4,0.4166666666666667,0.2857142857142857,0.5714285714285714,0.25,0.35714285714285715,0.57981220657277,0.5555555555555556,937,8730240,PG,6-3,174,0,"August 10, 1999"
Jabari Parker,203953,26,30,21,69,23,8,9,10,5,8,201,17,0.2692307692307692,0.2,0.2857142857142857,0.43478260869565216,0.30434782608695654,0.25,0.3333333333333333,0.2,0.4,0.25,0.7263681592039801,0.35294117647058826,429,6500000,PF,6-8,245,5,"March 15, 1995"
Jacob Evans,1628980,8,14,7,27,5,11,14,8,7,9,19,5,0,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.2,0.36363636363636365,0.35714285714285715,0.25,0.42857142857142855,0.2222222222222222,0.3684210526315789,0.4,134,1925880,SG,6-4,210,1,"June 18, 1997"
Jae Crowder,203109,93,118,89,22,41,5,6,7,7,9,113,52,0.3333333333333333,0.3220338983050847,0.34831460674157305,0.22727272727272727,0.4878048780487805,0.4,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.4444444444444444,0.6460176991150443,0.28846153846153844,563,7815533,PF,6-6,235,7,"July 6, 1990"
Jahlil Okafor,1626143,0,2,0,49,0,1,0,1,0,1,107,1,0,0.5,0,0.40816326530612246,0,0,0,1,0,0,0.7383177570093458,0,162,1702486,C,6-10,270,4,"December 15, 1995"
JaKarr Sampson,203960,0,2,1,17,6,2,1,7,3,2,70,4,0,0.5,0,0.47058823529411764,0,0,0,0.42857142857142855,0.6666666666666666,0,0.7571428571428571,0.25,115,1737145,PF,6-7,214,4,"March 20, 1993"
Jake Layman,1627774,18,21,18,24,7,1,2,8,0,4,68,8,0.2777777777777778,0.2857142857142857,0.4444444444444444,0.2916666666666667,0.2857142857142857,1,1,0.5,0,0.5,0.6029411764705882,0.375,179,3581986,SF,6-8,209,3,"March 7, 1994"
Jakob Poeltl,1627751,0,0,0,71,0,2,0,2,0,5,186,0,0,0,0,0.49295774647887325,0,1,0,0.5,0,0.4,0.6774193548387096,0,266,3754885,C,7-1,245,3,"October 15, 1995"
Jalen Brunson,1628973,21,33,37,101,13,21,20,9,10,16,91,16,0.3333333333333333,0.30303030303030304,0.43243243243243246,0.45544554455445546,0.3076923076923077,0.5238095238095238,0.4,0.4444444444444444,0.4,0.5625,0.6153846153846154,0.375,388,1416852,PG,6-1,190,1,"August 31, 1996"
Jalen Lecque,1629665,0,1,1,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0.75,0,10,898310,SG,6-4,185,0,"June 13, 2000"
Jalen McDaniels,1629667,0,3,6,15,6,0,0,2,0,1,28,8,0,0.6666666666666666,0.16666666666666666,0.4666666666666667,0.3333333333333333,0,0,0,0,1,0.5714285714285714,0.5,70,898310,SF,6-9,205,0,"January 31, 1998"
Jamal Crawford,2037,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,4,289803,SG,6-5,185,19,"March 20, 1980"
Jamal Murray,1627750,68,128,90,146,17,64,40,46,51,28,196,17,0.27941176470588236,0.3828125,0.32222222222222224,0.4589041095890411,0.47058823529411764,0.421875,0.4,0.45652173913043476,0.5490196078431373,0.5,0.6326530612244898,0.35294117647058826,894,4444746,PG,6-3,215,3,"February 23, 1997"
James Harden,201935,256,201,346,223,20,3,3,4,5,5,428,19,0.37109375,0.3681592039800995,0.3352601156069364,0.39461883408071746,0.4,0.6666666666666666,0.3333333333333333,0.5,0.6,0.4,0.6425233644859814,0.3157894736842105,1514,38199000,SG,6-5,220,10,"August 26, 1989"
James Johnson,201949,26,22,23,25,8,2,0,3,0,3,91,9,0.46153846153846156,0.3181818181818182,0.391304347826087,0.2,0.5,0.5,0,0.3333333333333333,0,0.3333333333333333,0.6813186813186813,0.1111111111111111,215,15349400,PF,6-7,240,10,"February 20, 1987"
JaMychal Green,203210,42,74,62,24,30,4,2,4,0,2,79,29,0.40476190476190477,0.3918918918918919,0.3548387096774194,0.4166666666666667,0.4666666666666667,0.25,0.5,0.5,0,0.5,0.5569620253164557,0.3448275862068966,352,4767000,PF,6-8,227,5,"June 21, 1990"
Jared Dudley,201162,11,3,15,2,5,1,1,1,0,1,12,8,0.45454545454545453,0.6666666666666666,0.26666666666666666,0.5,0.6,0,0,1,0,0,0.3333333333333333,0.5,60,2564753,PF,6-6,237,12,"July 10, 1985"
Jared Harper,1629607,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,79568,PG,5-10,175,0,"September 14, 1997"
Jarred Vanderbilt,1629020,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,8,1416852,PF,6-9,214,1,"April 3, 1999"
Jarrell Brantley,1629714,0,5,2,5,3,0,0,0,0,0,10,3,0,0.2,0,0,0.3333333333333333,0,0,0,0,0,0.7,0.3333333333333333,28,79568,PF,6-5,250,0,"June 7, 1996"
Jarrett Allen,1628386,0,0,1,69,3,0,0,2,1,2,385,2,0,0,0,0.3333333333333333,0,0,0,0.5,0,0.5,0.7194805194805195,0,465,2376840,C,6-11,243,2,"April 21, 1998"
Jarrett Culver,1629633,44,64,69,70,18,7,2,4,2,9,254,25,0.4090909090909091,0.28125,0.2898550724637681,0.24285714285714285,0.2222222222222222,0.14285714285714285,0,0.5,0,0.6666666666666666,0.5433070866141733,0.24,569,5813640,SG,6-6,195,0,"February 20, 1999"
JaVale McGee,201580,5,0,0,57,0,2,0,1,1,4,235,0,0.6,0,0,0.40350877192982454,0,1,0,1,0,0.25,0.7021276595744681,0,306,4000000,C,7-0,270,11,"January 19, 1988"
Javonte Green,1629750,3,6,11,25,6,1,0,0,0,2,65,6,0,0,0.45454545454545453,0.44,0.3333333333333333,1,0,0,0,0.5,0.6307692307692307,0.3333333333333333,126,898310,SG,6-4,205,0,"July 23, 1993"
Jaxson Hayes,1629637,0,0,0,22,1,0,0,1,0,1,231,0,0,0,0,0.18181818181818182,1,0,0,1,0,0,0.7272727272727273,0,259,4862040,C,6-11,220,0,"May 23, 2000"
Jaylen Brown,1627759,54,117,70,165,51,30,14,18,12,26,284,44,0.37037037037037035,0.3333333333333333,0.34285714285714286,0.4484848484848485,0.47058823529411764,0.4666666666666667,0.35714285714285715,0.5,0.3333333333333333,0.38461538461538464,0.6408450704225352,0.5,887,6534829,SG,6-6,223,3,"October 24, 1996"
Jaylen Hoard,1629658,1,1,1,8,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.75,0,32,79568,PF,6-8,216,0,"March 30, 1999"
Jaylen Nowell,1629669,5,5,7,7,8,0,0,2,1,1,17,0,0,0,0.2857142857142857,0.5714285714285714,0.125,0,0,0.5,1,1,0.5294117647058824,0,53,1400000,SG,6-4,201,0,"July 9, 1999"
Jayson Tatum,1628369,101,143,137,197,48,38,32,48,23,65,354,37,0.3564356435643564,0.45454545454545453,0.40145985401459855,0.3756345177664975,0.5,0.39473684210526316,0.375,0.3958333333333333,0.5217391304347826,0.3230769230769231,0.5932203389830508,0.24324324324324326,1226,7830000,PF,6-8,210,2,"March 3, 1998"
Jeff Green,201145,17,39,44,40,39,0,0,5,1,7,109,36,0.4117647058823529,0.2564102564102564,0.38636363636363635,0.425,0.38461538461538464,0,0,0.4,1,0.2857142857142857,0.6880733944954128,0.3611111111111111,344,840427,C,6-8,235,11,"August 28, 1986"
Jeff Teague,201952,45,37,24,166,4,12,8,10,4,7,165,7,0.35555555555555557,0.43243243243243246,0.25,0.3674698795180723,0.25,0.3333333333333333,0.375,0.3,0.25,0.5714285714285714,0.5696969696969697,0.5714285714285714,489,19000000,PG,6-3,195,10,"June 10, 1988"
Jerami Grant,203924,45,59,64,86,34,15,16,16,5,24,222,47,0.35555555555555557,0.423728813559322,0.4375,0.29069767441860467,0.20588235294117646,0.5333333333333333,0.0625,0.375,0.2,0.5833333333333334,0.6801801801801802,0.44680851063829785,634,9346153,PF,6-8,210,5,"March 12, 1994"
Jeremiah Martin,1629725,2,7,7,8,2,3,0,2,0,1,21,0,0.5,0.14285714285714285,0.42857142857142855,0.5,0,0.3333333333333333,0,0.5,0,0,0.6190476190476191,0,53,79568,PG,6-3,185,0,"June 19, 1996"
Jeremy Lamb,203087,25,52,53,76,13,29,39,30,20,19,108,14,0.32,0.40384615384615385,0.2641509433962264,0.4473684210526316,0.3076923076923077,0.3103448275862069,0.38461538461538464,0.6333333333333333,0.55,0.5789473684210527,0.5925925925925926,0.42857142857142855,479,10500000,SG,6-5,180,7,"May 30, 1992"
