PLAYER_NAME,PLAYER_ID,ab3c attempt,ab3lc attempt,ab3rc attempt,paint attempt,lc3 attempt,mrc attempt,mrlc attempt,mrl attempt,mrrc attempt,mrr attempt,ra attempt,rc3 attempt,ab3c pct,ab3lc pct,ab3rc pct,paint pct,lc3 pct,mrc pct,mrlc pct,mrl pct,mrrc pct,mrr pct,ra pct,rc3 pct,total_attempts,Salary,Pos,Ht,Wt,Exp,Birth Date,Ht_in
Josh Okogie,1629006,24,44,69,49,30,11,12,9,15,23,174,47,0.2916666666666667,0.22727272727272727,0.2898550724637681,0.20408163265306123,0.36666666666666664,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2608695652173913,0.5862068965517241,0.2553191489361702,508,2163600,SG,6-4,213,0,"September 1, 1998",80
Josh Richardson,1626196,77,195,105,157,49,57,34,56,20,33,211,30,0.36363636363636365,0.3384615384615385,0.38095238095238093,0.42038216560509556,0.4489795918367347,0.2982456140350877,0.4117647058823529,0.5357142857142857,0.3,0.36363636363636365,0.5402843601895735,0.26666666666666666,1026,9367200,SG,6-5,200,3,"September 15, 1993",80
Jrue Holiday,201950,109,109,100,223,23,30,18,40,18,41,429,18,0.3302752293577982,0.28440366972477066,0.33,0.452914798206278,0.4782608695652174,0.4666666666666667,0.3333333333333333,0.375,0.3333333333333333,0.3902439024390244,0.6363636363636364,0.2777777777777778,1159,26641111,SG,6-3,205,9,"June 12, 1990",80
Julius Randle,203944,48,61,51,257,22,16,12,8,16,20,565,13,0.2916666666666667,0.3770491803278688,0.35294117647058826,0.41245136186770426,0.36363636363636365,0.375,0.5833333333333334,0,0.1875,0.35,0.6637168141592921,0.3076923076923077,1089,8641000,PF,6-8,250,4,"November 29, 1994",80
Justin Holiday,203200,87,89,122,62,84,33,18,20,26,25,129,80,0.26436781609195403,0.29213483146067415,0.36885245901639346,0.1935483870967742,0.40476190476190477,0.3939393939393939,0.3888888888888889,0.45,0.3076923076923077,0.32,0.627906976744186,0.425,777,4500000,SG,6-6,180,5,"April 5, 1989",80
Justise Winslow,1626159,25,73,64,173,55,22,15,18,10,36,219,37,0.32,0.3972602739726027,0.375,0.3583815028901734,0.45454545454545453,0.3181818181818182,0.4,0.3888888888888889,0.6,0.3611111111111111,0.5799086757990868,0.2702702702702703,749,3448926,SF,6-6,222,3,"March 26, 1996",80
Karl-Anthony Towns,1626157,170,83,58,325,27,19,20,73,17,59,447,15,0.36470588235294116,0.3614457831325301,0.5344827586206896,0.47692307692307695,0.4074074074074074,0.3157894736842105,0.5,0.3698630136986301,0.4117647058823529,0.423728813559322,0.6935123042505593,0.4666666666666667,1314,7839435,C,6-11,248,3,"November 15, 1995",80
Kawhi Leonard,202695,73,64,112,187,26,43,28,73,65,122,309,27,0.3698630136986301,0.328125,0.38392857142857145,0.46524064171123,0.46153846153846156,0.4186046511627907,0.39285714285714285,0.5616438356164384,0.49230769230769234,0.4098360655737705,0.6763754045307443,0.3333333333333333,1129,23114066,SF,6-7,225,7,"June 29, 1991",80
Kelly Olynyk,203482,39,97,106,43,38,5,7,10,6,14,160,38,0.41025641025641024,0.30927835051546393,0.3584905660377358,0.5116279069767442,0.39473684210526316,0.6,0.14285714285714285,0.5,0.5,0.21428571428571427,0.69375,0.3684210526315789,564,13537527,PF,6-11,240,5,"April 19, 1991",80
Kemba Walker,202689,232,180,268,212,19,76,49,32,68,46,470,22,0.35344827586206895,0.36666666666666664,0.35447761194029853,0.4009433962264151,0.21052631578947367,0.4605263157894737,0.3877551020408163,0.40625,0.5147058823529411,0.5434782608695652,0.551063829787234,0.5454545454545454,1684,12000000,PG,6-0,184,7,"May 8, 1990",80
Kent Bazemore,203145,59,53,72,77,62,31,21,11,20,15,216,50,0.3559322033898305,0.33962264150943394,0.2777777777777778,0.22077922077922077,0.3225806451612903,0.3548387096774194,0.42857142857142855,0.45454545454545453,0.55,0.3333333333333333,0.5740740740740741,0.34,691,18089888,SG,6-4,195,6,"July 1, 1989",80
Kentavious Caldwell-Pope,203484,55,124,135,45,65,44,21,14,23,21,154,54,0.2545454545454545,0.3709677419354839,0.3111111111111111,0.37777777777777777,0.4461538461538462,0.45454545454545453,0.42857142857142855,0.5,0.5217391304347826,0.5238095238095238,0.6363636363636364,0.37037037037037035,756,12000000,SG,6-5,204,5,"February 18, 1993",80
Kevin Durant,201142,102,123,132,250,13,63,53,96,115,134,284,18,0.37254901960784315,0.34146341463414637,0.3787878787878788,0.492,0.23076923076923078,0.5396825396825397,0.5849056603773585,0.5625,0.4782608695652174,0.5970149253731343,0.7288732394366197,0.2222222222222222,1383,30000000,SF,6-10,240,11,"September 29, 1988",80
Kevin Huerter,1628989,66,90,116,123,33,11,6,8,7,6,144,45,0.3181818181818182,0.4222222222222222,0.3620689655172414,0.37398373983739835,0.45454545454545453,0.2727272727272727,0.5,0,0.5714285714285714,0.5,0.5625,0.4222222222222222,657,2250960,SG,6-7,190,0,"August 27, 1998",80
Khris Middleton,203114,130,145,138,194,33,43,32,77,29,67,232,28,0.4461538461538462,0.38620689655172413,0.32608695652173914,0.4536082474226804,0.2727272727272727,0.4883720930232558,0.46875,0.42857142857142855,0.41379310344827586,0.40298507462686567,0.5646551724137931,0.39285714285714285,1148,13000000,SF,6-7,222,6,"August 12, 1991",80
Klay Thompson,202691,62,145,257,140,70,77,47,85,111,128,215,65,0.27419354838709675,0.3448275862068966,0.4396887159533074,0.42857142857142855,0.38571428571428573,0.38961038961038963,0.44680851063829785,0.4235294117647059,0.5045045045045045,0.46875,0.7023255813953488,0.5230769230769231,1402,18988725,SG,6-6,215,7,"February 8, 1990",80
Kris Dunn,1627739,28,27,22,144,8,39,13,9,28,29,148,11,0.32142857142857145,0.37037037037037035,0.36363636363636365,0.4027777777777778,0.375,0.3076923076923077,0.38461538461538464,0.3333333333333333,0.39285714285714285,0.4827586206896552,0.527027027027027,0.36363636363636365,506,4221000,PG,6-3,205,2,"March 18, 1994",80
Kyle Korver,2594,78,90,90,15,50,21,18,15,17,26,20,43,0.3974358974358974,0.32222222222222224,0.37777777777777777,0.4666666666666667,0.52,0.23809523809523808,0.4444444444444444,0.4,0.4117647058823529,0.5769230769230769,0.75,0.4186046511627907,483,7560000,PF,6-7,212,15,"March 17, 1981",80
Kyle Kuzma,1628398,81,127,120,190,49,19,9,16,19,36,378,42,0.35802469135802467,0.27559055118110237,0.2833333333333333,0.4421052631578947,0.3469387755102041,0.3684210526315789,0.2222222222222222,0.4375,0.3157894736842105,0.4722222222222222,0.6481481481481481,0.30952380952380953,1087,1689840,PF,6-10,221,1,"July 24, 1995",80
Kyle Lowry,200768,152,122,120,43,39,16,16,33,13,14,152,16,0.3355263157894737,0.36885245901639346,0.31666666666666665,0.3953488372093023,0.4358974358974359,0.4375,0.25,0.3939393939393939,0.46153846153846156,0.2857142857142857,0.631578947368421,0.375,739,32700000,PG,6-0,196,12,"March 25, 1986",80
Kyrie Irving,202681,118,104,153,198,31,43,32,42,62,103,328,26,0.4576271186440678,0.34615384615384615,0.39869281045751637,0.43434343434343436,0.41935483870967744,0.32558139534883723,0.5625,0.42857142857142855,0.5161290322580645,0.5631067961165048,0.6219512195121951,0.38461538461538464,1241,20099189,PG,6-2,195,7,"March 23, 1992",80
Lance Stephenson,202362,26,47,63,28,20,22,21,8,23,12,121,37,0.38461538461538464,0.2553191489361702,0.38095238095238093,0.25,0.35,0.5454545454545454,0.38095238095238093,0.375,0.34782608695652173,0.3333333333333333,0.5702479338842975,0.5405405405405406,432,4449000,SG,6-6,230,8,"September 5, 1990",80
Lance Thomas,202498,9,17,7,28,27,7,9,10,10,7,47,19,0.2222222222222222,0.4117647058823529,0,0.32142857142857145,0.2962962962962963,0.7142857142857143,0.1111111111111111,0.4,0.5,0.42857142857142855,0.6170212765957447,0.2631578947368421,197,7119650,PF,6-8,240,7,"April 24, 1988",80
Landry Shamet,1629013,73,132,108,24,44,17,6,13,7,9,85,39,0.4383561643835616,0.4696969696969697,0.3148148148148148,0.4583333333333333,0.5,0.29411764705882354,0.3333333333333333,0.3076923076923077,0.42857142857142855,0.3333333333333333,0.5294117647058824,0.4358974358974359,557,1705920,SG,6-4,190,0,"March 13, 1997",80
Langston Galloway,204038,31,87,111,63,74,26,8,18,10,14,68,76,0.3225806451612903,0.367816091954023,0.2972972972972973,0.3968253968253968,0.36486486486486486,0.6153846153846154,0.25,0.16666666666666666,0.6,0.5,0.5,0.4342105263157895,587,7000000,SG,6-1,200,4,"December 9, 1991",80
Lauri Markkanen,1628374,104,102,85,161,19,18,17,30,10,29,199,19,0.34615384615384615,0.3333333333333333,0.4235294117647059,0.4161490683229814,0.3684210526315789,0.4444444444444444,0.29411764705882354,0.16666666666666666,0.4,0.4482758620689655,0.6030150753768844,0.3684210526315789,795,4536120,PF,7-0,240,1,"May 22, 1997",80
LeBron James,2544,87,127,87,122,15,35,33,48,30,28,471,12,0.4367816091954023,0.2283464566929134,0.40229885057471265,0.30327868852459017,0.26666666666666666,0.37142857142857144,0.42424242424242425,0.4791666666666667,0.43333333333333335,0.42857142857142855,0.7112526539278131,0.4166666666666667,1095,35654150,SF,6-9,250,15,"December 30, 1984",80
Luka Doncic,1629029,141,199,125,240,20,19,17,43,15,39,300,13,0.3120567375886525,0.3417085427135678,0.304,0.42083333333333334,0.5,0.42105263157894735,0.47058823529411764,0.27906976744186046,0.4,0.4358974358974359,0.62,0.5384615384615384,1186,6569040,SG,6-7,230,0,"February 28, 1999",80
Luke Kennard,1628379,44,92,78,66,25,36,18,17,30,22,62,28,0.36363636363636365,0.3804347826086957,0.3974358974358974,0.4393939393939394,0.48,0.4722222222222222,0.5,0.35294117647058826,0.4,0.4090909090909091,0.6451612903225806,0.42857142857142855,520,3275280,SG,6-5,206,1,"June 24, 1996",80
Malcolm Brogdon,1627763,49,72,75,70,24,16,7,6,4,4,397,24,0.3673469387755102,0.5,0.3466666666666667,0.2714285714285714,0.4166666666666667,0.5,0.2857142857142857,0.6666666666666666,0,0.25,0.6045340050377834,0.5833333333333334,748,1544951,SG,6-5,229,2,"December 11, 1992",80
Malik Beasley,1627736,85,135,96,75,55,24,10,20,13,20,175,28,0.4470588235294118,0.34814814814814815,0.40625,0.4533333333333333,0.38181818181818183,0.4583333333333333,0.4,0.3,0.46153846153846156,0.55,0.6628571428571428,0.5714285714285714,737,1773840,SG,6-4,187,2,"November 26, 1996",80
Malik Monk,1628370,59,98,96,55,34,19,13,11,13,19,126,37,0.3389830508474576,0.32653061224489793,0.375,0.2545454545454545,0.20588235294117646,0.3684210526315789,0.38461538461538464,0.36363636363636365,0.46153846153846156,0.2631578947368421,0.6111111111111112,0.3783783783783784,586,3447480,SG,6-3,200,1,"February 4, 1998",80
Marco Belinelli,201158,84,106,130,58,34,38,21,28,30,37,83,37,0.39285714285714285,0.3867924528301887,0.34615384615384615,0.4827586206896552,0.4117647058823529,0.5263157894736842,0.38095238095238093,0.32142857142857145,0.4666666666666667,0.32432432432432434,0.5662650602409639,0.3783783783783784,690,6153846,SG,6-5,220,11,"March 25, 1986",80
Marcus Smart,203935,50,99,104,68,46,11,9,5,10,6,112,47,0.4,0.3434343434343434,0.3557692307692308,0.38235294117647056,0.41304347826086957,0.36363636363636365,0.2222222222222222,0.2,0.5,0.5,0.6428571428571429,0.3404255319148936,567,11160716,SG,6-3,220,4,"March 6, 1994",80
Mario Hezonja,1626209,29,48,47,68,17,24,10,9,13,15,173,10,0.27586206896551724,0.375,0.2765957446808511,0.35294117647058826,0.11764705882352941,0.5416666666666666,0.1,0.6666666666666666,0.3076923076923077,0.4,0.5491329479768786,0.1,464,6500000,SF,6-8,220,3,"February 25, 1995",80
Mike Conley,201144,95,114,159,248,25,51,43,23,37,43,249,30,0.35789473684210527,0.3684210526315789,0.33962264150943394,0.4475806451612903,0.44,0.43137254901960786,0.37209302325581395,0.43478260869565216,0.4594594594594595,0.5116279069767442,0.5502008032128514,0.4666666666666667,1120,30521115,PG,6-1,175,11,"October 11, 1987",80
Mike Scott,203118,51,70,58,60,36,11,7,9,8,12,62,33,0.4117647058823529,0.37142857142857144,0.39655172413793105,0.3,0.4722222222222222,0.5454545454545454,0.14285714285714285,0.5555555555555556,0.25,0.4166666666666667,0.5,0.3939393939393939,420,4320500,PF,6-7,237,6,"July 16, 1988",80
Miles Bridges,1628970,30,40,43,52,35,7,5,4,4,12,228,43,0.23333333333333334,0.325,0.3488372093023256,0.34615384615384615,0.37142857142857144,0.14285714285714285,0.2,0.25,0.25,0.3333333333333333,0.6403508771929824,0.3953488372093023,511,3206640,SF,6-6,225,0,"March 21, 1998",80
Monte Morris,1628420,44,52,60,185,40,26,20,32,23,37,154,28,0.38636363636363635,0.4423076923076923,0.38333333333333336,0.5351351351351351,0.375,0.5,0.35,0.59375,0.43478260869565216,0.3783783783783784,0.5974025974025974,0.5,702,1349383,PG,6-2,183,1,"June 27, 1995",80
Myles Turner,1626167,86,38,55,124,9,106,28,27,52,32,216,7,0.4186046511627907,0.2894736842105263,0.34545454545454546,0.47580645161290325,0.6666666666666666,0.46226415094339623,0.35714285714285715,0.3333333333333333,0.38461538461538464,0.40625,0.6666666666666666,0.5714285714285714,780,3294994,C,6-11,250,3,"March 24, 1996",80
Nicolas Batum,201587,70,74,55,49,53,18,15,16,16,25,126,44,0.37142857142857144,0.36486486486486486,0.36363636363636365,0.5102040816326531,0.3584905660377358,0.4444444444444444,0.3333333333333333,0.25,0.4375,0.32,0.6349206349206349,0.5454545454545454,562,24000000,SF,6-8,230,10,"December 14, 1988",80
Nik Stauskas,203917,39,54,50,28,21,11,6,11,7,10,77,23,0.38461538461538464,0.3888888888888889,0.36,0.39285714285714285,0.47619047619047616,0.36363636363636365,0.3333333333333333,0.2727272727272727,0.7142857142857143,0.4,0.4805194805194805,0.2608695652173913,338,2161886,SG,6-6,205,4,"October 7, 1993",80
Nikola Mirotic,202703,64,134,65,37,31,5,18,24,6,17,117,22,0.3125,0.40298507462686567,0.3230769230769231,0.5945945945945946,0.3870967741935484,0.4,0.3888888888888889,0.25,0.6666666666666666,0.35294117647058826,0.6410256410256411,0.4090909090909091,542,12500000,PF,6-10,250,4,"February 11, 1991",80
Paul George,202331,181,171,284,170,47,72,45,45,69,82,374,65,0.3867403314917127,0.3742690058479532,0.38028169014084506,0.37058823529411766,0.40425531914893614,0.4444444444444444,0.28888888888888886,0.4,0.42028985507246375,0.4634146341463415,0.5935828877005348,0.4461538461538462,1614,30560700,SF,6-8,220,8,"May 2, 1990",80
Quinn Cook,1626188,34,55,67,52,25,22,13,12,34,24,82,18,0.3235294117647059,0.36363636363636365,0.4626865671641791,0.4423076923076923,0.56,0.6363636363636364,0.46153846153846156,0.5833333333333334,0.5,0.4583333333333333,0.5487804878048781,0.2777777777777778,439,1544951,PG,6-1,180,2,"March 23, 1993",80
Rajon Rondo,200765,18,67,32,67,10,11,10,7,9,9,177,14,0.4444444444444444,0.373134328358209,0.375,0.31343283582089554,0.1,0.36363636363636365,0.4,0.2857142857142857,0.3333333333333333,0.2222222222222222,0.4971751412429379,0.35714285714285715,432,9000000,PG,6-1,180,12,"February 22, 1986",80
Reggie Bullock,203493,52,127,109,45,66,25,11,12,12,17,79,39,0.25,0.44881889763779526,0.3211009174311927,0.2,0.42424242424242425,0.52,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.6470588235294118,0.5949367088607594,0.38461538461538464,594,2500000,SG,6-6,205,5,"March 16, 1991",80
Reggie Jackson,202704,87,168,127,221,46,36,31,35,33,35,186,38,0.39080459770114945,0.36904761904761907,0.3464566929133858,0.4343891402714932,0.45652173913043476,0.4444444444444444,0.5483870967741935,0.2857142857142857,0.36363636363636365,0.5142857142857142,0.5268817204301075,0.34210526315789475,1047,17043478,PG,6-2,208,7,"April 16, 1990",80
Ricky Rubio,201937,39,82,54,98,53,36,38,56,24,29,196,24,0.28205128205128205,0.2804878048780488,0.3148148148148148,0.35714285714285715,0.37735849056603776,0.4444444444444444,0.42105263157894735,0.3392857142857143,0.4583333333333333,0.3103448275862069,0.5612244897959183,0.3333333333333333,730,14800000,PG,6-3,190,7,"October 21, 1990",80
Robert Covington,203496,35,60,99,30,13,7,7,5,8,10,71,17,0.37142857142857144,0.3333333333333333,0.3838383838383838,0.3333333333333333,0.3076923076923077,0.42857142857142855,0.42857142857142855,0.6,0.25,0.4,0.6619718309859155,0.5294117647058824,362,10464092,SF,6-7,209,5,"December 14, 1990",80
Rodney Hood,203918,55,56,56,145,39,53,31,39,26,46,96,28,0.23636363636363636,0.42857142857142855,0.3392857142857143,0.43448275862068964,0.3333333333333333,0.4716981132075472,0.45161290322580644,0.46153846153846156,0.38461538461538464,0.43478260869565216,0.6145833333333334,0.5,671,3472887,SG,6-8,208,4,"October 20, 1992",80
Rudy Gay,200752,27,46,47,180,23,40,23,52,32,62,173,38,0.37037037037037035,0.21739130434782608,0.5319148936170213,0.4666666666666667,0.5217391304347826,0.475,0.6521739130434783,0.4807692307692308,0.53125,0.532258064516129,0.63005780346820806,0.4473684210526316,746,10087200,PF,6-8,250,12,"August 17, 1986",80
Russell Westbrook,201566,74,162,123,155,35,57,60,124,51,63,553,16,0.22972972972972974,0.3333333333333333,0.23577235772357724,0.3161290322580645,0.34285714285714286,0.3333333333333333,0.3,0.33064516129032256,0.3137254901960784,0.30158730158730157,0.6311030741410488,0.4375,1473,35665000,PG,6-3,200,10,"November 12, 1988",80
Ryan Arcidiacono,1627853,39,66,59,83,27,19,5,5,4,6,79,26,0.2564102564102564,0.3787878787878788,0.3898305084745763,0.5301204819277109,0.3333333333333333,0.42105263157894735,0.6,0.2,0.5,0.5,0.569620253164557,0.5384615384615384,418,1349383,PG,6-3,195,1,"March 26, 1994",80
Serge Ibaka,201586,53,52,45,222,12,61,35,38,55,31,266,7,0.24528301886792453,0.2692307692307692,0.35555555555555557,0.5,0.3333333333333333,0.5081967213114754,0.5714285714285714,0.42105263157894735,0.4909090909090909,0.45161290322580644,0.7368421052631579,0.2857142857142857,877,21666667,C,6-10,235,9,"September 18, 1989",80
Seth Curry,203552,33,72,93,38,25,29,11,14,27,36,59,28,0.48484848484848486,0.4027777777777778,0.45161290322580644,0.5263157894736842,0.64,0.3793103448275862,0.36363636363636365,0.42857142857142855,0.4074074074074074,0.4166666666666667,0.5423728813559322,0.35714285714285715,465,2795000,SG,6-2,185,4,"August 23, 1990",80
Shabazz Napier,203894,74,74,47,48,19,22,11,13,8,7,100,10,0.28378378378378377,0.35135135135135137,0.3829787234042553,0.3125,0.47368421052631576,0.5,0.36363636363636365,0.38461538461538464,0.125,0.5714285714285714,0.54,0.1,435,1942422,PG,6-0,175,4,"July 14, 1991",80
Shai Gilgeous-Alexander,1628983,9,31,31,169,32,28,29,34,25,40,253,34,0.3333333333333333,0.22580645161290322,0.4838709677419355,0.3727810650887574,0.375,0.39285714285714285,0.41379310344827586,0.5,0.56,0.45,0.6126482213438735,0.4117647058823529,716,3375360,PG,6-6,180,0,"July 12, 1998",80
Shelvin Mack,202714,26,44,36,82,12,16,14,12,9,18,122,12,0.46153846153846156,0.3181818181818182,0.3888888888888889,0.36585365853658536,0.3333333333333333,0.3125,0.21428571428571427,0.4166666666666667,0.2222222222222222,0.16666666666666666,0.5655737704918032,0.16666666666666666,403,2512601,PG,6-3,203,7,"April 22, 1990",80
Spencer Dinwiddie,203915,67,112,117,141,24,11,4,9,6,17,270,43,0.34328358208955223,0.2857142857142857,0.3418803418803419,0.3617021276595745,0.2916666666666667,0.36363636363636365,0.25,0.5555555555555556,0.5,0.35294117647058826,0.6407407407407407,0.46511627906976744,828,1656092,PG,6-5,215,4,"April 6, 1993",80
Stanley Johnson,1626169,31,47,57,65,33,5,4,8,4,13,126,43,0.22580645161290322,0.2765957446808511,0.3333333333333333,0.5076923076923077,0.30303030303030304,0.8,0.5,0.25,0,0.3076923076923077,0.5079365079365079,0.3023255813953488,440,3940401,SF,6-6,242,3,"May 29, 1996",80
Stephen Curry,201939,146,259,261,100,77,37,31,44,48,36,234,56,0.4520547945205479,0.4517374517374517,0.3946360153256705,0.46,0.5324675324675324,0.43243243243243246,0.3870967741935484,0.38636363636363635,0.4791666666666667,0.4722222222222222,0.6282051282051282,0.4642857142857143,1340,37457154,PG,6-3,185,9,"March 14, 1988",80
Taurean Prince,1627752,51,83,60,84,54,15,13,20,10,18,119,64,0.3333333333333333,0.42168674698795183,0.3333333333333333,0.36904761904761907,0.42592592592592593,0.7333333333333333,0.3076923076923077,0.4,0.2,0.3333333333333333,0.6470588235294118,0.4375,594,2526840,SF,6-7,218,2,"March 22, 1994",80
Terrence Ross,203082,138,166,197,56,36,97,41,28,105,53,81,22,0.38405797101449274,0.39156626506024095,0.37055837563451777,0.5357142857142857,0.3888888888888889,0.4639175257731959,0.34146341463414637,0.42857142857142855,0.44761904761904764,0.4339622641509434,0.6419753086419753,0.5454545454545454,1027,10500000,SG,6-6,206,6,"February 5, 1991",80
Terry Rozier,1626179,56,105,106,106,44,23,19,15,15,16,136,25,0.30357142857142855,0.3619047619047619,0.3490566037735849,0.36792452830188677,0.5,0.391304347826087,0.2631578947368421,0.06666666666666667,0.2,0.3125,0.5661764705882353,0.2,666,3050389,PG,6-1,190,3,"March 17, 1994",80
Thomas Bryant,1628418,23,27,38,60,5,21,7,15,12,15,273,6,0.43478260869565216,0.2962962962962963,0.34210526315789475,0.45,0.2,0.5714285714285714,0.5714285714285714,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.7985347985347986,0.16666666666666666,502,1378242,C,6-10,248,1,"July 31, 1997",80
Tim Frazier,204025,24,26,27,33,13,13,5,6,9,10,84,11,0.4583333333333333,0.2692307692307692,0.2962962962962963,0.45454545454545453,0.3076923076923077,0.38461538461538464,0.4,0.16666666666666666,0.6666666666666666,0.1,0.5833333333333334,0.6363636363636364,261,1832107,PG,6-0,170,4,"November 1, 1990",80
Tobias Harris,202699,81,99,139,282,34,70,35,65,30,31,349,35,0.35802469135802467,0.42424242424242425,0.381294964028777,0.48936170212765956,0.47058823529411764,0.4857142857142857,0.5714285714285714,0.36923076923076925,0.43333333333333335,0.3225806451612903,0.6189111747851003,0.45714285714285713,1254,14800000,PF,6-8,226,7,"July 15, 1992",80
Tomas Satoransky,203107,14,48,51,107,23,15,11,15,10,18,192,24,0.42857142857142855,0.4375,0.37254901960784315,0.4205607476635514,0.17391304347826086,0.2,0.36363636363636365,0.3333333333333333,0.5,0.3333333333333333,0.6510416666666666,0.5833333333333334,530,3129187,PG,6-7,210,2,"October 30, 1991",80
Trae Young,1629027,189,117,157,258,7,45,12,16,33,33,377,11,0.3492063492063492,0.3162393162393162,0.2929936305732484,0.4689922480620155,0.42857142857142855,0.3111111111111111,0.3333333333333333,0.25,0.30303030303030304,0.48484848484848486,0.5305039787798409,0.36363636363636365,1256,5363280,PG,6-1,180,0,"September 19, 1998",80
Trey Burke,203504,42,52,38,101,14,36,27,23,32,31,139,10,0.30952380952380953,0.36538461538461536,0.42105263157894735,0.39603960396039606,0.2857142857142857,0.4722222222222222,0.5925925925925926,0.2608695652173913,0.3125,0.41935483870967744,0.5611510791366906,0.4,548,1795015,PG,6-0,185,5,"November 12, 1992",80
Trey Lyles,1626168,53,74,35,97,26,6,7,18,6,14,147,10,0.16981132075471697,0.25675675675675674,0.2571428571428571,0.36082474226804123,0.34615384615384615,0.3333333333333333,0.42857142857142855,0.3888888888888889,0.8333333333333334,0.35714285714285715,0.673469387755102,0.5,495,3364249,PF,6-9,234,3,"November 5, 1995",80
Tyler Dorsey,1628416,28,33,42,27,14,11,7,4,8,5,70,15,0.32142857142857145,0.5151515151515151,0.21428571428571427,0.4074074074074074,0.42857142857142855,0.36363636363636365,0.2857142857142857,0.75,0.25,0.2,0.5714285714285714,0.2,264,1378242,SG,6-5,183,1,"February 18, 1996",80
Tyler Johnson,204020,55,60,91,101,24,8,11,24,5,4,114,29,0.38181818181818183,0.3,0.38461538461538464,0.40594059405940597,0.375,0.25,0.36363636363636365,0.25,0.4,0.25,0.631578947368421,0.20689655172413793,526,19245370,PG,6-3,186,4,"May 7, 1992",80
Tyreke Evans,201936,53,51,85,52,10,21,15,11,38,11,296,17,0.32075471698113206,0.35294117647058826,0.4,0.2692307692307692,0,0.23809523809523808,0.4,0.36363636363636365,0.34210526315789475,0.2727272727272727,0.4560810810810811,0.47058823529411764,660,12400000,SG,6-6,220,9,"September 19, 1989",80
Tyus Jones,1626145,29,32,35,123,13,16,22,33,5,14,107,16,0.27586206896551724,0.25,0.34285714285714286,0.43089430894308944,0.23076923076923078,0.25,0.45454545454545453,0.36363636363636365,0.6,0.2857142857142857,0.5514018691588785,0.5625,446,2444052,PG,6-0,196,3,"May 10, 1996",80
Victor Oladipo,203506,66,70,58,60,5,62,27,12,56,10,145,15,0.3181818181818182,0.34285714285714286,0.39655172413793105,0.35,0.4,0.3870967741935484,0.5185185185185185,0.5,0.4107142857142857,0.4,0.5724137931034483,0.26666666666666666,588,21000000,SG,6-4,213,5,"May 4, 1992",80
Vince Carter,1713,86,87,85,31,23,6,4,16,5,13,78,31,0.29069767441860467,0.40229885057471265,0.43529411764705883,0.3870967741935484,0.43478260869565216,0.16666666666666666,0.25,0.375,0.2,0.5384615384615384,0.5897435897435898,0.4838709677419355,468,2393887,PF,6-6,220,20,"January 26, 1977",80
Wayne Selden,1627782,29,57,45,100,25,16,15,21,12,18,128,17,0.3793103448275862,0.19298245614035087,0.3333333333333333,0.37,0.32,0.5625,0.5333333333333333,0.38095238095238093,0.5,0.4444444444444444,0.515625,0.5294117647058824,483,1544951,SG,6-5,230,2,"September 30, 1994",80
Wesley Matthews,202083,95,113,108,111,50,23,4,16,10,29,102,35,0.29473684210526313,0.39823008849557523,0.37962962962962965,0.27927927927927926,0.44,0.391304347826087,0.25,0.3125,0.6,0.4827586206896552,0.6176470588235294,0.4,698,19360228,SG,6-4,220,9,"October 14, 1986",80
Will Barton,203115,70,53,44,93,12,13,11,10,13,8,117,14,0.3,0.33962264150943394,0.4318181818181818,0.3655913978494624,0.3333333333333333,0.3076923076923077,0.36363636363636365,0.3,0.3076923076923077,0.625,0.5470085470085471,0.35714285714285715,460,11830358,SF,6-6,181,6,"January 6, 1991",80
Yogi Ferrell,1627812,35,48,36,46,17,19,10,14,20,16,78,10,0.42857142857142855,0.3125,0.3888888888888889,0.4782608695652174,0.5294117647058824,0.5263157894736842,0.4,0.21428571428571427,0.5,0.375,0.5641025641025641,0.1,352,3000000,PG,6-0,178,2,"May 9, 1993",80
Zach LaVine,203897,91,89,98,116,27,60,44,45,25,30,494,14,0.32967032967032966,0.3146067415730337,0.42857142857142855,0.27586206896551724,0.5185185185185185,0.43333333333333335,0.36363636363636365,0.3333333333333333,0.32,0.26666666666666666,0.6174089068825911,0.42857142857142855,1135,19500000,SG,6-5,200,4,"March 10, 1995",80
